Prenda / Sku Lote,Familia,Marca,Modelo,Descripción,Imagenes,Precio Venta,Precio Promoción,Tienda,Tel. Tienda
41066894.1,PANTALLAS (usado),SHARP,4TC70BK2UD,SHARP 4TC70BK2UD-TAM:70 TV 70 PULGADAS SHARP SMART TV UHD 4K 4TC70BK2UD ANDROID TV // CONTROL Y CABLE DE CORRIENTE // SIN BASE // RAY MALT,ver [1] fotos,"$ 8,976.00","$ 8,976.00",Azcapotzalco,55-4160-5775
MG1321,PANTALLAS (nuevo),SONY,XBR75X81CH,"TV SONY 75 LED 4K X-REALITY PRO HDR X1 3840 X 2160 120HZ SMART TV FULL WEB, BLUETOOTH, ANDROID, GOOGLE ASISTANCE, ALEXA, PROCESADOR X1, COMANDOS DE VO",---,"$ 16,999.00","$ 16,999.00",Azcapotzalco,55-4160-5775
MG1427,PANTALLAS (nuevo),LG,55UP7670PUC,"TV LG 55 LED 4K 3840 X 2160P 120HZ SMART TV FULL WEB, BLUETOOTH, GOOGLE ASSISTANT Y RECONOCIMIENTO DE VOZ",---,"$ 9,499.00","$ 9,499.00",Azcapotzalco,55-4160-5775
MG1895,PANTALLAS (nuevo),PHILIPS,50PFL4756 X,"TV PHILIPS 50 LED 4K 3840 X 2160 60HZ SMART TV ANDROID, BLUETOOTH, GOOGLE PLAY",---,"$ 4,999.00","$ 4,999.00",Azcapotzalco,55-4160-5775
MG2130,PANTALLAS (nuevo),HISENSE,43A45H,"TV HISENSE 43 LED 1080P 60HZ SMART TV ANDROID , GOOGLE ASSISTANT, COMPATIBLE CON ALEXA, GOOGLE PLAY APP STORE",---,"$ 3,899.00","$ 3,899.00",Azcapotzalco,55-4160-5775
MG2579,PANTALLAS (nuevo),HISENSE,43QD65NF,"TV HISENSE 43 QLED 3840 X 2160P 60HZ SMART TV FIRE TV ALEXA INTEGRADO, BLUETOOTH",---,"$ 4,499.00","$ 4,499.00",Azcapotzalco,55-4160-5775
MG2588,PANTALLAS (nuevo),HISENSE,55QD65NF,"TV HISENSE 55 QLED 3840 X 2160P 60HZ SMART TV FIRE TV ALEXA INTEGRADO, BLUETOOTH",---,"$ 6,999.00","$ 6,999.00",Azcapotzalco,55-4160-5775
MG2589,PANTALLAS (nuevo),HISENSE,65QD65NF,"TV HISENSE 65 QLED 3840 X 2160P 60HZ SMART TV FIRE TV ALEXA INTEGRADO, BLUETOOTH",---,"$ 8,999.00","$ 8,999.00",Azcapotzalco,55-4160-5775
SE1013,PANTALLAS (nuevo),CUORY,CUOHDTV32,SMART TV HD ANDROID BLUETOOTH WIFI DOLBY AUDIO 32 PULG,---,"$ 1,999.00","$ 1,999.00",Azcapotzalco,55-4160-5775
SO3386,PANTALLAS (nuevo),HISENSE,43H4030F,TV HISENSE 43 LED 720P 60HZ SMART TV + ROKU,---,"$ 3,899.00","$ 3,899.00",Azcapotzalco,55-4160-5775
77004782.1,PANTALLAS (usado),HISENSE,32H5F1,"PANTALLA HISENSE 32H5F1-TAM:32 SMART TV, COLOR NEGRO, 32PLG, CON CONTROL GOLPEADO, CON BASE",ver [1] fotos.,"$ 3,100.00","$ 3,100.00",Cancún MultiPlaza Arco Norte,998-777-0397
77005638.1,PANTALLAS (usado),ATVIO,ATV3213LED,PANTALLA LED ATVIO ATV3213LED-TAM:32 CON SUS PATITAS Y CONTRO CABLE DE CORRIENTE,ver [1] fotos.,$ 779.00,$ 779.00,Cancún MultiPlaza Arco Norte,998-777-0397
77006163.1,PANTALLAS (usado),SAMSUNG,SM,"PANTALLA SMART TV 4K, COLOR NEGRO, SAMSUNG SM-TAM:43 , CON CABLE P/CORRIENTE, CONTROL, USADO.",ver [1] fotos.,"$ 3,398.00","$ 3,398.00",Cancún MultiPlaza Arco Norte,998-777-0397
77006439.1,PANTALLAS (usado),HISENSE,43A4GR,TELEVISIÓN COLOR NEGRA CON BASE ATRAS Y CON CONTROL REMOTO HISENSE 43A4GR-TAM:43 USADO,ver [1] fotos.,"$ 2,279.00","$ 2,279.00",Cancún MultiPlaza Arco Norte,998-777-0397
77006592.1,PANTALLAS (usado),LG,32LQ630BPSA,"PANTALLA SMART TV , CON CABLE DE CORRIENTE, BASE Y CONTROL, LG 32LQ630BPSA-TAM:32 , USADO",ver [1] fotos.,"$ 1,970.00","$ 1,970.00",Cancún MultiPlaza Arco Norte,998-777-0397
77006697.1,PANTALLAS (usado),SAMSUNG,un55au7000fxzx,"PANTALLA SMART TV 4K, SAMSUNG UN55AU7000FXZX-TAM:55 , CON BASES Y CONTROL, USADO",ver [1] fotos.,"$ 4,774.00","$ 4,774.00",Cancún MultiPlaza Arco Norte,998-777-0397
77006875.2,PANTALLAS (usado),SAMSUNG,un40eh5000fx,"PANTALLA LED , CON CONTROL, SAMSUNG UN40EH5000FX-TAM:40 , USADO",ver [1] fotos.,"$ 2,500.00","$ 2,500.00",Cancún MultiPlaza Arco Norte,998-777-0397
77006878.1,PANTALLAS (usado),HYUNDAI,HYLED5523QA4KM,"PANTALLA SMART TV, 4K, COLOR NEGRO, SIN BASE, HYUNDAI HYLED5523QA4KM-TAM:55 , CON CONTROL ORIGINAL, VIENE EN CAJA LG, USADO.",ver [1] fotos.,"$ 3,319.00","$ 3,319.00",Cancún MultiPlaza Arco Norte,998-777-0397
77006893.1,PANTALLAS (usado),SAMSUNG,UN32TA4310AF,"PANTALLA SMART TV , CON CONTROL, BASES Y CAJA, SAMSUNG UN32TA4310AF-TAM:32 , USADO",ver [1] fotos,"$ 2,829.00","$ 2,829.00",Cancún MultiPlaza Arco Norte,998-777-0397
77007049.1,PANTALLAS (usado),ONN,55FCUFATSC,"PANTALLA SMART TV, COLOR NEGRO, DE CRISTAL LIQUIDO ROKU, 4K, ONN 55FCUFATSC-TAM:55 , CON CONTROL, USADO.",ver [1] fotos.,"$ 3,451.00","$ 3,451.00",Cancún MultiPlaza Arco Norte,998-777-0397
77007081.1,PANTALLAS (usado),TCL,40S310RMX,"PANTALLA SMART TV, COLOR NEGRO ROKU, TCL 40S310RMX-TAM:40 , CON CONTROL, USADO.",ver [1] fotos.,"$ 2,800.00","$ 2,800.00",Cancún MultiPlaza Arco Norte,998-777-0397
77007268.1,PANTALLAS (usado),SAMSUNG,UN55AU700FXZX,"PANTALLA SMART TV, COLOR NEGRO, 4K, SAMSUNG UN55AU700FXZX-TAM:55 , CON CABLE P/CORRIENTE, CONTROL, USADO.",ver [1] fotos.,"$ 5,338.00","$ 5,338.00",Cancún MultiPlaza Arco Norte,998-777-0397
77007305.1,PANTALLAS (usado),HISENSE,32A4HV,PANTALLA HISENSE 32A4HV-TAM:32 CON BASE Y CONTROL  DE USO EN BUEN ESTADO.,ver [1] fotos.,"$ 1,789.00","$ 1,789.00",Cancún MultiPlaza Arco Norte,998-777-0397
77007309.1,PANTALLAS (usado),SAMSUNG,UN32J4290AF,PANTALLA SAMSUNG UN32J4290AF-TAM:32 CON BASE Y CONTROL DE USO EN BUEN ESTADO.,ver [1] fotos.,"$ 2,200.00","$ 2,200.00",Cancún MultiPlaza Arco Norte,998-777-0397
77007331.1,PANTALLAS (usado),TCL,50A445,"PANTALLA SMART TV, COLOR NEGRO, 4K, TCL 50A445-TAM:50 , CON CONTROL MALTRATADO, USADO.",ver [1] fotos.,"$ 5,317.00","$ 5,317.00",Cancún MultiPlaza Arco Norte,998-777-0397
77007367.1,PANTALLAS (usado),ATVIO,ATV24HDR,"PANTALLA ATVIO ATV24HDR-TAM:24 CON BASE Y CONTROL CON BATERIAS, DETALLES DE USO",ver [1] fotos.,"$ 1,592.00","$ 1,592.00",Cancún MultiPlaza Arco Norte,998-777-0397
77007369.1,PANTALLAS (usado),SANSUI,SMX43P7FR,"PANTALLA SMART TV, ROKU, COLOR NEGRO, SANSUI SMX43P7FR-TAM:43 , SIN BASE, CON CONTROL, USADO.",ver [1] fotos.,"$ 3,100.00","$ 3,100.00",Cancún MultiPlaza Arco Norte,998-777-0397
77007419.1,PANTALLAS (usado),HYUNDAI,HYLED7002W4KM,"PANTALLA SMART TV, COLOR NEGRO, 4K, HYUNDAI HYLED7002W4KM-TAM:70 , CON CONTROL, USADO.",ver [1] fotos.,"$ 6,507.00","$ 6,507.00",Cancún MultiPlaza Arco Norte,998-777-0397
77007563.1,PANTALLAS (usado),SANSUI,SMX32T1HN,"PANTALLA SMART TV, COLOR NEGRO, SANSUI SMX32T1HN-TAM:32 , CON CABLE P/CORRIENTE Y CONTROL ORIGINAL, USADO.",ver [1] fotos,"$ 3,002.00","$ 3,002.00",Cancún MultiPlaza Arco Norte,998-777-0397
77007568.1,PANTALLAS (usado),HYUNDAI,HYLED4321AIM,HYUNDAI HYLED4321AIM-TAM:43 PANTALLA SMARTH TV CON CONTROL GENERICO EN BASE COLOR GRIS,ver [1] fotos,"$ 4,533.00","$ 4,533.00",Cancún MultiPlaza Arco Norte,998-777-0397
77007631.1,PANTALLAS (usado),HKPRO,HKP40R02,"PANTALLA SMART TV, COLOR NEGRO, HKPRO HKP40R02-TAM:40 , CON CONTROL, USADO.",ver [1] fotos.,"$ 2,720.00","$ 2,720.00",Cancún MultiPlaza Arco Norte,998-777-0397
77007719.1,PANTALLAS (usado),SAMSUNG,UN32J4300DF,PANTALLA SMART TV CON DETALLES DE USO EN LA PARTE TRASERA CONTROL SIN TAPA USADO SAMSUNG UN32J4300DF-TAM:32,ver [1] fotos,"$ 1,688.00","$ 1,688.00",Cancún MultiPlaza Arco Norte,998-777-0397
77007725.1,PANTALLAS (usado),PIONEER,PLE3206HD,"PANTALLA LED, COLOR NEGRO, PIONEER PLE3206HD-TAM:32 , CON CONTROL DAÑADO, ANTENA, USADO.",ver [1] fotos.,"$ 1,106.00","$ 1,106.00",Cancún MultiPlaza Arco Norte,998-777-0397
77007728.1,PANTALLAS (usado),DAEWOO,L32A7600AN,"PANTALLA SMART TV, COLOR NEGRO, SIN BASE, DAEWOO L32A7600AN-TAM:32 , CON CONTROL MALT. USADO.",ver [1] fotos.,"$ 1,446.00","$ 1,446.00",Cancún MultiPlaza Arco Norte,998-777-0397
77007851.1,PANTALLAS (usado),MOTOROLA,MOT32HLE11A,"PANTALLA SMART TV, COLOR NEGRO, GOOGLE TV, MOTOROLA MOT32HLE11A-TAM:32 , MANUALES, CONTROL ORIGINAL, EN CAJA, USADO.",ver [1] fotos,"$ 1,916.00","$ 1,916.00",Cancún MultiPlaza Arco Norte,998-777-0397
77007890.1,PANTALLAS (usado),SANSUI,SMX32T1H,PANTALLA LED EN CAJA CON CONTROL Y PATAS USADA SANSUI SMX32T1H-TAM:32,ver [1] fotos.,"$ 1,228.00","$ 1,228.00",Cancún MultiPlaza Arco Norte,998-777-0397
77007919.1,PANTALLAS (usado),HISENSE,50A6GV,"PANTALLA SMART TV, COLOR NEGRO, 4K, HISENSE 50A6GV-TAM:50 , CONTROL DAÑADO, CON CABLE P/CORRIENTE, USADO.",ver [1] fotos,"$ 4,425.00","$ 4,425.00",Cancún MultiPlaza Arco Norte,998-777-0397
MG1258A,PANTALLAS (nuevo),VIZIO,V405H19,TV VIZIO 40 LED 4K 3840 X 2160P 60HZ SMART TV,---,"$ 3,899.00","$ 3,899.00",Cancún MultiPlaza Arco Norte,998-777-0397
MG1383,PANTALLAS (nuevo),HISENSE,75A6G,TV HISENSE 75 LED 4K 3840 X 2160P 60HZ SMART TV ANDROID GOOGLE ASISTANT Y ALEXA,---,"$ 11,999.00","$ 11,999.00",Cancún MultiPlaza Arco Norte,998-777-0397
MG1590,PANTALLAS (nuevo),LG,65UQ8000AUB,"TV LG 65 LED 4K 3840 X 2160P 60HZ SMART TV FULL WEB, BLUETOOTH, GOOGLE ASSISTANT, ALEXA... Y RECONOCIMIENTO DE VOZ",---,"$ 10,999.00","$ 10,999.00",Cancún MultiPlaza Arco Norte,998-777-0397
MG2099,PANTALLAS (nuevo),HISENSE,32A45KV,TV HISENSE 32 LED 720P 120HZ SMART TV CON ALEXA,---,"$ 2,499.00","$ 2,499.00",Cancún MultiPlaza Arco Norte,998-777-0397
MG2588,PANTALLAS (nuevo),HISENSE,55QD65NF,"TV HISENSE 55 QLED 3840 X 2160P 60HZ SMART TV FIRE TV ALEXA INTEGRADO, BLUETOOTH",---,"$ 6,999.00","$ 6,999.00",Cancún MultiPlaza Arco Norte,998-777-0397
SE1013,PANTALLAS (nuevo),CUORY,CUOHDTV32,SMART TV HD ANDROID BLUETOOTH WIFI DOLBY AUDIO 32 PULG,---,"$ 1,999.00","$ 1,999.00",Cancún MultiPlaza Arco Norte,998-777-0397
1133350.1,PANTALLAS (usado),SAMSUNG,UN40H4253AF,SAMSUNG UN40H4253AF-TAM:40 //PANTALLA HISENSE 40 PULGADAS//SIN BASE//CONTROL DESGASTADO NO AFECTA SU FUNCIONAMIENTO//DETALLES DE USO RAY/MALT,ver [1] fotos.,"$ 2,494.00","$ 2,494.00",Chalco Centro,55-4160-5839
1133363.1,PANTALLAS (usado),JVC,SI43FS,JVC SI43FS-TAM:43 //PANTALLA JVC 43 PULGADAS SMARTV CON CONTROL //SIN CAJA//DETALLES DE USO RAY/MALT,ver [1] fotos.,"$ 2,102.00","$ 2,102.00",Chalco Centro,55-4160-5839
25092091.1,PANTALLAS (usado),HISENSE,43A7GV,"HISENSE 43A7GV-TAM:43 ---PANTALLA HISENSE 43 PULGADAS SMART VIDAA, SIN BASE, SIN CAJA, CON GANCHOS DE PARED, CON CONTROL Y CON CABLE DE CORRIENTE RAY AMLT POR EL USO SERIE 43G21407SH00428",ver [1] fotos.,"$ 3,501.00","$ 3,501.00",Chalco Centro,55-4160-5839
25094432.1,PANTALLAS (usado),HKPRO,HKP55UHD8,"HKPRO HKP55UHD8-TAM:55 PANTALLA SAMRTV, CONTROL , CABLE DE ALIMENTACION, RESOLUCION 4K, RAY Y MALT",ver [1] fotos.,"$ 4,640.00","$ 4,640.00",Chalco Centro,55-4160-5839
25094573.1,PANTALLAS (usado),SHARP,2TC40EF4UR,PANTALLA SMART TV SHARP 2TC40EF4UR-TAM:40 PANTALLA  SMART TV SHARP DE 40 PULGADAS EN CAJA CONTROL POCO DESGASTADO//PATITAS//TORNILLOS   EN BUENAS CONDICIONES DETALLES DE USO,ver [1] fotos.,"$ 3,987.00","$ 3,987.00",Chalco Centro,55-4160-5839
BU1165T,PANTALLAS (nuevo),HISENSE,43R6E,TV HISENSE 43 LED 4K 3840 X 2160P 60HZ SMART TV CON ROKU INTEGRADO,---,"$ 3,499.00","$ 3,499.00",Chalco Centro,55-4160-5839
MG1160T,PANTALLAS (nuevo),SAMSUNG,QN75Q6DTAFXZA,TV SAMSUNG 75 QLED 4K UHD 3840 X 2160P 240HZ BLUETOOTH Y RECONOCIMIENTO DE VOZ,---,"$ 17,999.00","$ 17,999.00",Chalco Centro,55-4160-5839
MG1588,PANTALLAS (nuevo),LG,43UQ8000AUB,"TV LG 43 LED 4K 3840 X 2160P 60HZ SMART TV FULL WEB, BLUETOOTH, GOOGLE ASSISTANT, ALEXA... Y RECONOCIMIENTO DE VOZ",---,"$ 5,899.00","$ 5,899.00",Chalco Centro,55-4160-5839
MG1895,PANTALLAS (nuevo),PHILIPS,50PFL4756 X,"TV PHILIPS 50 LED 4K 3840 X 2160 60HZ SMART TV ANDROID, BLUETOOTH, GOOGLE PLAY",---,"$ 4,999.00","$ 4,999.00",Chalco Centro,55-4160-5839
